Mod:Item:MetaData, Localized Name
gregtech:gt.blockores.ub3:3516, Certus Quartz Ore
gregtech:gt.blockores.ub3:4516, Certus Quartz Ore
gregtech:gt.blockores.ub3:5516, Certus Quartz Ore
gregtech:gt.blockores.ub3:6516, Certus Quartz Ore
gregtech:gt.blockores.ub3:7516, Certus Quartz Ore
gregtech:gt.blockores.ub3:16516, Small Certus Quartz Ore
gregtech:gt.blockores.ub3:17516, Small Certus Quartz Ore
gregtech:gt.blockores.ub3:18516, Small Certus Quartz Ore
gregtech:gt.blockores.ub3:19516, Small Certus Quartz Ore
gregtech:gt.blockores.ub3:20516, Small Certus Quartz Ore
gregtech:gt.blockores.ub3:21516, Small Certus Quartz Ore
gregtech:gt.blockores.ub3:22516, Small Certus Quartz Ore
gregtech:gt.blockores.ub3:23516, Small Certus Quartz Ore
gregtech:gt.blockores.ub3:520, Monazite Ore
gregtech:gt.blockores.ub3:1520, Monazite Ore
gregtech:gt.blockores.ub3:2520, Monazite Ore
gregtech:gt.blockores.ub3:3520, Monazite Ore
gregtech:gt.blockores.ub3:4520, Monazite Ore
gregtech:gt.blockores.ub3:5520, Monazite Ore
gregtech:gt.blockores.ub3:6520, Monazite Ore
gregtech:gt.blockores.ub3:7520, Monazite Ore
gregtech:gt.blockores.ub3:16520, Small Monazite Ore
gregtech:gt.blockores.ub3:17520, Small Monazite Ore
gregtech:gt.blockores.ub3:18520, Small Monazite Ore
gregtech:gt.blockores.ub3:19520, Small Monazite Ore
gregtech:gt.blockores.ub3:20520, Small Monazite Ore
gregtech:gt.blockores.ub3:21520, Small Monazite Ore
gregtech:gt.blockores.ub3:22520, Small Monazite Ore
gregtech:gt.blockores.ub3:23520, Small Monazite Ore
gregtech:gt.blockores.ub3:522, Nether Quartz Ore
gregtech:gt.blockores.ub3:1522, Nether Quartz Ore
gregtech:gt.blockores.ub3:2522, Nether Quartz Ore
gregtech:gt.blockores.ub3:3522, Nether Quartz Ore
gregtech:gt.blockores.ub3:4522, Nether Quartz Ore
gregtech:gt.blockores.ub3:5522, Nether Quartz Ore
gregtech:gt.blockores.ub3:6522, Nether Quartz Ore
gregtech:gt.blockores.ub3:7522, Nether Quartz Ore
gregtech:gt.blockores.ub3:16522, Small Nether Quartz Ore
gregtech:gt.blockores.ub3:17522, Small Nether Quartz Ore
gregtech:gt.blockores.ub3:18522, Small Nether Quartz Ore
gregtech:gt.blockores.ub3:19522, Small Nether Quartz Ore
gregtech:gt.blockores.ub3:20522, Small Nether Quartz Ore
gregtech:gt.blockores.ub3:21522, Small Nether Quartz Ore
gregtech:gt.blockores.ub3:22522, Small Nether Quartz Ore
gregtech:gt.blockores.ub3:23522, Small Nether Quartz Ore
gregtech:gt.blockores.ub3:523, Quartzite Ore
gregtech:gt.blockores.ub3:1523, Quartzite Ore
gregtech:gt.blockores.ub3:2523, Quartzite Ore
gregtech:gt.blockores.ub3:3523, Quartzite Ore
gregtech:gt.blockores.ub3:4523, Quartzite Ore
gregtech:gt.blockores.ub3:5523, Quartzite Ore
gregtech:gt.blockores.ub3:6523, Quartzite Ore
gregtech:gt.blockores.ub3:7523, Quartzite Ore
gregtech:gt.blockores.ub3:16523, Small Quartzite Ore
gregtech:gt.blockores.ub3:17523, Small Quartzite Ore
gregtech:gt.blockores.ub3:18523, Small Quartzite Ore
gregtech:gt.blockores.ub3:19523, Small Quartzite Ore
gregtech:gt.blockores.ub3:20523, Small Quartzite Ore
gregtech:gt.blockores.ub3:21523, Small Quartzite Ore
gregtech:gt.blockores.ub3:22523, Small Quartzite Ore
gregtech:gt.blockores.ub3:23523, Small Quartzite Ore
gregtech:gt.blockores.ub3:524, Lazurite Ore
gregtech:gt.blockores.ub3:1524, Lazurite Ore
gregtech:gt.blockores.ub3:2524, Lazurite Ore
gregtech:gt.blockores.ub3:3524, Lazurite Ore
gregtech:gt.blockores.ub3:4524, Lazurite Ore
gregtech:gt.blockores.ub3:5524, Lazurite Ore
gregtech:gt.blockores.ub3:6524, Lazurite Ore
gregtech:gt.blockores.ub3:7524, Lazurite Ore
gregtech:gt.blockores.ub3:16524, Small Lazurite Ore
gregtech:gt.blockores.ub3:17524, Small Lazurite Ore
gregtech:gt.blockores.ub3:18524, Small Lazurite Ore
gregtech:gt.blockores.ub3:19524, Small Lazurite Ore
gregtech:gt.blockores.ub3:20524, Small Lazurite Ore
gregtech:gt.blockores.ub3:21524, Small Lazurite Ore
gregtech:gt.blockores.ub3:22524, Small Lazurite Ore
gregtech:gt.blockores.ub3:23524, Small Lazurite Ore
gregtech:gt.blockores.ub3:525, Sodalite Ore
gregtech:gt.blockores.ub3:1525, Sodalite Ore
gregtech:gt.blockores.ub3:2525, Sodalite Ore
gregtech:gt.blockores.ub3:3525, Sodalite Ore
gregtech:gt.blockores.ub3:4525, Sodalite Ore
gregtech:gt.blockores.ub3:5525, Sodalite Ore
gregtech:gt.blockores.ub3:6525, Sodalite Ore
gregtech:gt.blockores.ub3:7525, Sodalite Ore
gregtech:gt.blockores.ub3:16525, Small Sodalite Ore
gregtech:gt.blockores.ub3:17525, Small Sodalite Ore
gregtech:gt.blockores.ub3:18525, Small Sodalite Ore
gregtech:gt.blockores.ub3:19525, Small Sodalite Ore
gregtech:gt.blockores.ub3:20525, Small Sodalite Ore
gregtech:gt.blockores.ub3:21525, Small Sodalite Ore
gregtech:gt.blockores.ub3:22525, Small Sodalite Ore
gregtech:gt.blockores.ub3:23525, Small Sodalite Ore
gregtech:gt.blockores.ub3:526, Lapis Ore
gregtech:gt.blockores.ub3:1526, Lapis Ore
gregtech:gt.blockores.ub3:2526, Lapis Ore
gregtech:gt.blockores.ub3:3526, Lapis Ore
gregtech:gt.blockores.ub3:4526, Lapis Ore
gregtech:gt.blockores.ub3:5526, Lapis Ore
gregtech:gt.blockores.ub3:6526, Lapis Ore
gregtech:gt.blockores.ub3:7526, Lapis Ore
gregtech:gt.blockores.ub3:16526, Small Lapis Ore
gregtech:gt.blockores.ub3:17526, Small Lapis Ore
gregtech:gt.blockores.ub3:18526, Small Lapis Ore
gregtech:gt.blockores.ub3:19526, Small Lapis Ore
gregtech:gt.blockores.ub3:20526, Small Lapis Ore
gregtech:gt.blockores.ub3:21526, Small Lapis Ore
gregtech:gt.blockores.ub3:22526, Small Lapis Ore
gregtech:gt.blockores.ub3:23526, Small Lapis Ore
gregtech:gt.blockores.ub3:527, Red Garnet Ore
gregtech:gt.blockores.ub3:1527, Red Garnet Ore
gregtech:gt.blockores.ub3:2527, Red Garnet Ore
gregtech:gt.blockores.ub3:3527, Red Garnet Ore
gregtech:gt.blockores.ub3:4527, Red Garnet Ore
gregtech:gt.blockores.ub3:5527, Red Garnet Ore
gregtech:gt.blockores.ub3:6527, Red Garnet Ore
gregtech:gt.blockores.ub3:7527, Red Garnet Ore
gregtech:gt.blockores.ub3:16527, Small Red Garnet Ore
gregtech:gt.blockores.ub3:17527, Small Red Garnet Ore
gregtech:gt.blockores.ub3:18527, Small Red Garnet Ore
gregtech:gt.blockores.ub3:19527, Small Red Garnet Ore
gregtech:gt.blockores.ub3:20527, Small Red Garnet Ore
gregtech:gt.blockores.ub3:21527, Small Red Garnet Ore
gregtech:gt.blockores.ub3:22527, Small Red Garnet Ore
gregtech:gt.blockores.ub3:23527, Small Red Garnet Ore
gregtech:gt.blockores.ub3:528, Yellow Garnet Ore
gregtech:gt.blockores.ub3:1528, Yellow Garnet Ore
gregtech:gt.blockores.ub3:2528, Yellow Garnet Ore
gregtech:gt.blockores.ub3:3528, Yellow Garnet Ore
gregtech:gt.blockores.ub3:4528, Yellow Garnet Ore
gregtech:gt.blockores.ub3:5528, Yellow Garnet Ore
gregtech:gt.blockores.ub3:6528, Yellow Garnet Ore
gregtech:gt.blockores.ub3:7528, Yellow Garnet Ore
gregtech:gt.blockores.ub3:16528, Small Yellow Garnet Ore
gregtech:gt.blockores.ub3:17528, Small Yellow Garnet Ore
gregtech:gt.blockores.ub3:18528, Small Yellow Garnet Ore
gregtech:gt.blockores.ub3:19528, Small Yellow Garnet Ore
gregtech:gt.blockores.ub3:20528, Small Yellow Garnet Ore
gregtech:gt.blockores.ub3:21528, Small Yellow Garnet Ore
gregtech:gt.blockores.ub3:22528, Small Yellow Garnet Ore
gregtech:gt.blockores.ub3:23528, Small Yellow Garnet Ore
gregtech:gt.blockores.ub3:530, Apatite Ore
gregtech:gt.blockores.ub3:1530, Apatite Ore
gregtech:gt.blockores.ub3:2530, Apatite Ore
gregtech:gt.blockores.ub3:3530, Apatite Ore
gregtech:gt.blockores.ub3:4530, Apatite Ore
gregtech:gt.blockores.ub3:5530, Apatite Ore
gregtech:gt.blockores.ub3:6530, Apatite Ore
gregtech:gt.blockores.ub3:7530, Apatite Ore
gregtech:gt.blockores.ub3:16530, Small Apatite Ore
gregtech:gt.blockores.ub3:17530, Small Apatite Ore
gregtech:gt.blockores.ub3:18530, Small Apatite Ore
gregtech:gt.blockores.ub3:19530, Small Apatite Ore
gregtech:gt.blockores.ub3:20530, Small Apatite Ore
gregtech:gt.blockores.ub3:21530, Small Apatite Ore
gregtech:gt.blockores.ub3:22530, Small Apatite Ore
gregtech:gt.blockores.ub3:23530, Small Apatite Ore
gregtech:gt.blockores.ub3:534, Phosphorus Ore
gregtech:gt.blockores.ub3:1534, Phosphorus Ore
gregtech:gt.blockores.ub3:2534, Phosphorus Ore
gregtech:gt.blockores.ub3:3534, Phosphorus Ore
gregtech:gt.blockores.ub3:4534, Phosphorus Ore
gregtech:gt.blockores.ub3:5534, Phosphorus Ore
gregtech:gt.blockores.ub3:6534, Phosphorus Ore
gregtech:gt.blockores.ub3:7534, Phosphorus Ore
gregtech:gt.blockores.ub3:16534, Small Phosphorus Ore
gregtech:gt.blockores.ub3:17534, Small Phosphorus Ore
gregtech:gt.blockores.ub3:18534, Small Phosphorus Ore
gregtech:gt.blockores.ub3:19534, Small Phosphorus Ore
gregtech:gt.blockores.ub3:20534, Small Phosphorus Ore
gregtech:gt.blockores.ub3:21534, Small Phosphorus Ore
gregtech:gt.blockores.ub3:22534, Small Phosphorus Ore
gregtech:gt.blockores.ub3:23534, Small Phosphorus Ore
gregtech:gt.blockores.ub3:535, Coal Ore
gregtech:gt.blockores.ub3:1535, Coal Ore
gregtech:gt.blockores.ub3:2535, Coal Ore
gregtech:gt.blockores.ub3:3535, Coal Ore
gregtech:gt.blockores.ub3:4535, Coal Ore
gregtech:gt.blockores.ub3:5535, Coal Ore
gregtech:gt.blockores.ub3:6535, Coal Ore
gregtech:gt.blockores.ub3:7535, Coal Ore
gregtech:gt.blockores.ub3:16535, Small Coal Ore
gregtech:gt.blockores.ub3:17535, Small Coal Ore
gregtech:gt.blockores.ub3:18535, Small Coal Ore
gregtech:gt.blockores.ub3:19535, Small Coal Ore
gregtech:gt.blockores.ub3:20535, Small Coal Ore
gregtech:gt.blockores.ub3:21535, Small Coal Ore
gregtech:gt.blockores.ub3:22535, Small Coal Ore
gregtech:gt.blockores.ub3:23535, Small Coal Ore
gregtech:gt.blockores.ub3:538, Lignite Coal Ore
gregtech:gt.blockores.ub3:1538, Lignite Coal Ore
gregtech:gt.blockores.ub3:2538, Lignite Coal Ore
gregtech:gt.blockores.ub3:3538, Lignite Coal Ore
gregtech:gt.blockores.ub3:4538, Lignite Coal Ore
gregtech:gt.blockores.ub3:5538, Lignite Coal Ore
gregtech:gt.blockores.ub3:6538, Lignite Coal Ore
gregtech:gt.blockores.ub3:7538, Lignite Coal Ore
gregtech:gt.blockores.ub3:16538, Small Lignite Coal Ore
gregtech:gt.blockores.ub3:17538, Small Lignite Coal Ore
gregtech:gt.blockores.ub3:18538, Small Lignite Coal Ore
gregtech:gt.blockores.ub3:19538, Small Lignite Coal Ore
gregtech:gt.blockores.ub3:20538, Small Lignite Coal Ore
gregtech:gt.blockores.ub3:21538, Small Lignite Coal Ore
gregtech:gt.blockores.ub3:22538, Small Lignite Coal Ore
gregtech:gt.blockores.ub3:23538, Small Lignite Coal Ore
gregtech:gt.blockores.ub3:607, Pyrochlore Ore
gregtech:gt.blockores.ub3:1607, Pyrochlore Ore
gregtech:gt.blockores.ub3:2607, Pyrochlore Ore
gregtech:gt.blockores.ub3:3607, Pyrochlore Ore
gregtech:gt.blockores.ub3:4607, Pyrochlore Ore
gregtech:gt.blockores.ub3:5607, Pyrochlore Ore
gregtech:gt.blockores.ub3:6607, Pyrochlore Ore
gregtech:gt.blockores.ub3:7607, Pyrochlore Ore
gregtech:gt.blockores.ub3:16607, Small Pyrochlore Ore
gregtech:gt.blockores.ub3:17607, Small Pyrochlore Ore
gregtech:gt.blockores.ub3:18607, Small Pyrochlore Ore
gregtech:gt.blockores.ub3:19607, Small Pyrochlore Ore
gregtech:gt.blockores.ub3:20607, Small Pyrochlore Ore
gregtech:gt.blockores.ub3:21607, Small Pyrochlore Ore
gregtech:gt.blockores.ub3:22607, Small Pyrochlore Ore
gregtech:gt.blockores.ub3:23607, Small Pyrochlore Ore
gregtech:gt.blockores.ub3:810, Redstone Ore
gregtech:gt.blockores.ub3:1810, Redstone Ore
gregtech:gt.blockores.ub3:2810, Redstone Ore
gregtech:gt.blockores.ub3:3810, Redstone Ore
gregtech:gt.blockores.ub3:4810, Redstone Ore
gregtech:gt.blockores.ub3:5810, Redstone Ore
gregtech:gt.blockores.ub3:6810, Redstone Ore
gregtech:gt.blockores.ub3:7810, Redstone Ore
gregtech:gt.blockores.ub3:16810, Small Redstone Ore
gregtech:gt.blockores.ub3:17810, Small Redstone Ore
gregtech:gt.blockores.ub3:18810, Small Redstone Ore
gregtech:gt.blockores.ub3:19810, Small Redstone Ore
gregtech:gt.blockores.ub3:20810, Small Redstone Ore
gregtech:gt.blockores.ub3:21810, Small Redstone Ore
gregtech:gt.blockores.ub3:22810, Small Redstone Ore
gregtech:gt.blockores.ub3:23810, Small Redstone Ore
gregtech:gt.blockores.ub3:817, Salt Ore
gregtech:gt.blockores.ub3:1817, Salt Ore
gregtech:gt.blockores.ub3:2817, Salt Ore
gregtech:gt.blockores.ub3:3817, Salt Ore
gregtech:gt.blockores.ub3:4817, Salt Ore
gregtech:gt.blockores.ub3:5817, Salt Ore
gregtech:gt.blockores.ub3:6817, Salt Ore
gregtech:gt.blockores.ub3:7817, Salt Ore
gregtech:gt.blockores.ub3:16817, Small Salt Ore
gregtech:gt.blockores.ub3:17817, Small Salt Ore
gregtech:gt.blockores.ub3:18817, Small Salt Ore
gregtech:gt.blockores.ub3:19817, Small Salt Ore
gregtech:gt.blockores.ub3:20817, Small Salt Ore
gregtech:gt.blockores.ub3:21817, Small Salt Ore
gregtech:gt.blockores.ub3:22817, Small Salt Ore
gregtech:gt.blockores.ub3:23817, Small Salt Ore
gregtech:gt.blockores.ub3:820, Almandine Ore
gregtech:gt.blockores.ub3:1820, Almandine Ore
gregtech:gt.blockores.ub3:2820, Almandine Ore
gregtech:gt.blockores.ub3:3820, Almandine Ore
gregtech:gt.blockores.ub3:4820, Almandine Ore
gregtech:gt.blockores.ub3:5820, Almandine Ore
gregtech:gt.blockores.ub3:6820, Almandine Ore
gregtech:gt.blockores.ub3:7820, Almandine Ore
gregtech:gt.blockores.ub3:16820, Small Almandine Ore
gregtech:gt.blockores.ub3:17820, Small Almandine Ore
gregtech:gt.blockores.ub3:18820, Small Almandine Ore
gregtech:gt.blockores.ub3:19820, Small Almandine Ore
gregtech:gt.blockores.ub3:20820, Small Almandine Ore
gregtech:gt.blockores.ub3:21820, Small Almandine Ore
gregtech:gt.blockores.ub3:22820, Small Almandine Ore
gregtech:gt.blockores.ub3:23820, Small Almandine Ore
gregtech:gt.blockores.ub3:822, Bauxite Ore
gregtech:gt.blockores.ub3:1822, Bauxite Ore
gregtech:gt.blockores.ub3:2822, Bauxite Ore
gregtech:gt.blockores.ub3:3822, Bauxite Ore
gregtech:gt.blockores.ub3:4822, Bauxite Ore
gregtech:gt.blockores.ub3:5822, Bauxite Ore
gregtech:gt.blockores.ub3:6822, Bauxite Ore
gregtech:gt.blockores.ub3:7822, Bauxite Ore
gregtech:gt.blockores.ub3:16822, Small Bauxite Ore
gregtech:gt.blockores.ub3:17822, Small Bauxite Ore
gregtech:gt.blockores.ub3:18822, Small Bauxite Ore
gregtech:gt.blockores.ub3:19822, Small Bauxite Ore
gregtech:gt.blockores.ub3:20822, Small Bauxite Ore
gregtech:gt.blockores.ub3:21822, Small Bauxite Ore
gregtech:gt.blockores.ub3:22822, Small Bauxite Ore
gregtech:gt.blockores.ub3:23822, Small Bauxite Ore
gregtech:gt.blockores.ub3:823, Calcite Ore
gregtech:gt.blockores.ub3:1823, Calcite Ore
gregtech:gt.blockores.ub3:2823, Calcite Ore
gregtech:gt.blockores.ub3:3823, Calcite Ore
gregtech:gt.blockores.ub3:4823, Calcite Ore
gregtech:gt.blockores.ub3:5823, Calcite Ore
gregtech:gt.blockores.ub3:6823, Calcite Ore
gregtech:gt.blockores.ub3:7823, Calcite Ore
gregtech:gt.blockores.ub3:16823, Small Calcite Ore
gregtech:gt.blockores.ub3:17823, Small Calcite Ore
gregtech:gt.blockores.ub3:18823, Small Calcite Ore
gregtech:gt.blockores.ub3:19823, Small Calcite Ore
gregtech:gt.blockores.ub3:20823, Small Calcite Ore
gregtech:gt.blockores.ub3:21823, Small Calcite Ore
gregtech:gt.blockores.ub3:22823, Small Calcite Ore
gregtech:gt.blockores.ub3:23823, Small Calcite Ore
gregtech:gt.blockores.ub3:824, Cassiterite Ore
gregtech:gt.blockores.ub3:1824, Cassiterite Ore
gregtech:gt.blockores.ub3:2824, Cassiterite Ore
gregtech:gt.blockores.ub3:3824, Cassiterite Ore
gregtech:gt.blockores.ub3:4824, Cassiterite Ore
gregtech:gt.blockores.ub3:5824, Cassiterite Ore
gregtech:gt.blockores.ub3:6824, Cassiterite Ore
gregtech:gt.blockores.ub3:7824, Cassiterite Ore
gregtech:gt.blockores.ub3:16824, Small Cassiterite Ore
gregtech:gt.blockores.ub3:17824, Small Cassiterite Ore
gregtech:gt.blockores.ub3:18824, Small Cassiterite Ore
gregtech:gt.blockores.ub3:19824, Small Cassiterite Ore
gregtech:gt.blockores.ub3:20824, Small Cassiterite Ore
gregtech:gt.blockores.ub3:21824, Small Cassiterite Ore
gregtech:gt.blockores.ub3:22824, Small Cassiterite Ore
gregtech:gt.blockores.ub3:23824, Small Cassiterite Ore
gregtech:gt.blockores.ub3:826, Cinnabar Ore
gregtech:gt.blockores.ub3:1826, Cinnabar Ore
gregtech:gt.blockores.ub3:2826, Cinnabar Ore
gregtech:gt.blockores.ub3:3826, Cinnabar Ore
gregtech:gt.blockores.ub3:4826, Cinnabar Ore
gregtech:gt.blockores.ub3:5826, Cinnabar Ore
gregtech:gt.blockores.ub3:6826, Cinnabar Ore
gregtech:gt.blockores.ub3:7826, Cinnabar Ore
gregtech:gt.blockores.ub3:16826, Small Cinnabar Ore
gregtech:gt.blockores.ub3:17826, Small Cinnabar Ore
gregtech:gt.blockores.ub3:18826, Small Cinnabar Ore
gregtech:gt.blockores.ub3:19826, Small Cinnabar Ore
gregtech:gt.blockores.ub3:20826, Small Cinnabar Ore
gregtech:gt.blockores.ub3:21826, Small Cinnabar Ore
gregtech:gt.blockores.ub3:22826, Small Cinnabar Ore
gregtech:gt.blockores.ub3:23826, Small Cinnabar Ore
gregtech:gt.blockores.ub3:827, Cobaltite Ore
gregtech:gt.blockores.ub3:1827, Cobaltite Ore
gregtech:gt.blockores.ub3:2827, Cobaltite Ore
gregtech:gt.blockores.ub3:3827, Cobaltite Ore
gregtech:gt.blockores.ub3:4827, Cobaltite Ore
gregtech:gt.blockores.ub3:5827, Cobaltite Ore
gregtech:gt.blockores.ub3:6827, Cobaltite Ore
gregtech:gt.blockores.ub3:7827, Cobaltite Ore
gregtech:gt.blockores.ub3:16827, Small Cobaltite Ore
gregtech:gt.blockores.ub3:17827, Small Cobaltite Ore
gregtech:gt.blockores.ub3:18827, Small Cobaltite Ore
gregtech:gt.blockores.ub3:19827, Small Cobaltite Ore
gregtech:gt.blockores.ub3:20827, Small Cobaltite Ore
gregtech:gt.blockores.ub3:21827, Small Cobaltite Ore
gregtech:gt.blockores.ub3:22827, Small Cobaltite Ore
gregtech:gt.blockores.ub3:23827, Small Cobaltite Ore
gregtech:gt.blockores.ub3:828, Sheldonite Ore
gregtech:gt.blockores.ub3:1828, Sheldonite Ore
gregtech:gt.blockores.ub3:2828, Sheldonite Ore
gregtech:gt.blockores.ub3:3828, Sheldonite Ore
gregtech:gt.blockores.ub3:4828, Sheldonite Ore
gregtech:gt.blockores.ub3:5828, Sheldonite Ore
gregtech:gt.blockores.ub3:6828, Sheldonite Ore
gregtech:gt.blockores.ub3:7828, Sheldonite Ore
gregtech:gt.blockores.ub3:16828, Small Sheldonite Ore
gregtech:gt.blockores.ub3:17828, Small Sheldonite Ore
gregtech:gt.blockores.ub3:18828, Small Sheldonite Ore
gregtech:gt.blockores.ub3:19828, Small Sheldonite Ore
gregtech:gt.blockores.ub3:20828, Small Sheldonite Ore
gregtech:gt.blockores.ub3:21828, Small Sheldonite Ore
gregtech:gt.blockores.ub3:22828, Small Sheldonite Ore
gregtech:gt.blockores.ub3:23828, Small Sheldonite Ore
gregtech:gt.blockores.ub3:830, Galena Ore
gregtech:gt.blockores.ub3:1830, Galena Ore
gregtech:gt.blockores.ub3:2830, Galena Ore
gregtech:gt.blockores.ub3:3830, Galena Ore
gregtech:gt.blockores.ub3:4830, Galena Ore
gregtech:gt.blockores.ub3:5830, Galena Ore
gregtech:gt.blockores.ub3:6830, Galena Ore
gregtech:gt.blockores.ub3:7830, Galena Ore
gregtech:gt.blockores.ub3:16830, Small Galena Ore
gregtech:gt.blockores.ub3:17830, Small Galena Ore
gregtech:gt.blockores.ub3:18830, Small Galena Ore
gregtech:gt.blockores.ub3:19830, Small Galena Ore
gregtech:gt.blockores.ub3:20830, Small Galena Ore
gregtech:gt.blockores.ub3:21830, Small Galena Ore
gregtech:gt.blockores.ub3:22830, Small Galena Ore
gregtech:gt.blockores.ub3:23830, Small Galena Ore
gregtech:gt.blockores.ub3:831, Grossular Ore
gregtech:gt.blockores.ub3:1831, Grossular Ore
gregtech:gt.blockores.ub3:2831, Grossular Ore
gregtech:gt.blockores.ub3:3831, Grossular Ore
gregtech:gt.blockores.ub3:4831, Grossular Ore
gregtech:gt.blockores.ub3:5831, Grossular Ore
gregtech:gt.blockores.ub3:6831, Grossular Ore
gregtech:gt.blockores.ub3:7831, Grossular Ore
gregtech:gt.blockores.ub3:16831, Small Grossular Ore
gregtech:gt.blockores.ub3:17831, Small Grossular Ore
gregtech:gt.blockores.ub3:18831, Small Grossular Ore
gregtech:gt.blockores.ub3:19831, Small Grossular Ore
gregtech:gt.blockores.ub3:20831, Small Grossular Ore
gregtech:gt.blockores.ub3:21831, Small Grossular Ore
gregtech:gt.blockores.ub3:22831, Small Grossular Ore
gregtech:gt.blockores.ub3:23831, Small Grossular Ore
gregtech:gt.blockores.ub3:833, Phosphate Ore
gregtech:gt.blockores.ub3:1833, Phosphate Ore
gregtech:gt.blockores.ub3:2833, Phosphate Ore
gregtech:gt.blockores.ub3:3833, Phosphate Ore
gregtech:gt.blockores.ub3:4833, Phosphate Ore
gregtech:gt.blockores.ub3:5833, Phosphate Ore
gregtech:gt.blockores.ub3:6833, Phosphate Ore
gregtech:gt.blockores.ub3:7833, Phosphate Ore
gregtech:gt.blockores.ub3:16833, Small Phosphate Ore
gregtech:gt.blockores.ub3:17833, Small Phosphate Ore
gregtech:gt.blockores.ub3:18833, Small Phosphate Ore
gregtech:gt.blockores.ub3:19833, Small Phosphate Ore
gregtech:gt.blockores.ub3:20833, Small Phosphate Ore
gregtech:gt.blockores.ub3:21833, Small Phosphate Ore
gregtech:gt.blockores.ub3:22833, Small Phosphate Ore
gregtech:gt.blockores.ub3:23833, Small Phosphate Ore
gregtech:gt.blockores.ub3:834, Pyrite Ore
gregtech:gt.blockores.ub3:1834, Pyrite Ore
gregtech:gt.blockores.ub3:2834, Pyrite Ore
gregtech:gt.blockores.ub3:3834, Pyrite Ore
gregtech:gt.blockores.ub3:4834, Pyrite Ore
gregtech:gt.blockores.ub3:5834, Pyrite Ore
gregtech:gt.blockores.ub3:6834, Pyrite Ore
gregtech:gt.blockores.ub3:7834, Pyrite Ore
gregtech:gt.blockores.ub3:16834, Small Pyrite Ore
gregtech:gt.blockores.ub3:17834, Small Pyrite Ore
gregtech:gt.blockores.ub3:18834, Small Pyrite Ore
gregtech:gt.blockores.ub3:19834, Small Pyrite Ore
gregtech:gt.blockores.ub3:20834, Small Pyrite Ore
gregtech:gt.blockores.ub3:21834, Small Pyrite Ore
gregtech:gt.blockores.ub3:22834, Small Pyrite Ore
gregtech:gt.blockores.ub3:23834, Small Pyrite Ore
gregtech:gt.blockores.ub3:835, Pyrope Ore
gregtech:gt.blockores.ub3:1835, Pyrope Ore
gregtech:gt.blockores.ub3:2835, Pyrope Ore
gregtech:gt.blockores.ub3:3835, Pyrope Ore
gregtech:gt.blockores.ub3:4835, Pyrope Ore
gregtech:gt.blockores.ub3:5835, Pyrope Ore
gregtech:gt.blockores.ub3:6835, Pyrope Ore
gregtech:gt.blockores.ub3:7835, Pyrope Ore
gregtech:gt.blockores.ub3:16835, Small Pyrope Ore
gregtech:gt.blockores.ub3:17835, Small Pyrope Ore
gregtech:gt.blockores.ub3:18835, Small Pyrope Ore
gregtech:gt.blockores.ub3:19835, Small Pyrope Ore
